transaction_amount,hour,account_age_days,transactions_last_24h,device_changes,country_mismatch,failed_attempts,is_risky
4351.5,5,1386,27,4,0,4,1
0.03,15,1429,21,1,1,1,1
1616.47,19,1323,19,1,1,3,1
2217.64,15,1488,2,2,1,3,1
168.55,6,1876,25,1,0,1,0
10844.45,8,1704,17,3,1,2,1
769.04,13,998,9,4,1,3,1
1088.07,10,1161,17,2,1,5,1
1086.97,13,1735,15,3,0,4,1
785.72,6,918,7,3,0,1,0
4.42,0,1576,22,3,1,2,1
3920.73,12,1931,23,0,1,1,1
10219.73,19,1392,19,3,1,2,1
761.94,2,536,3,0,1,2,1
3263.44,19,1346,29,1,0,5,1
4063.18,3,84,27,0,0,4,1
5660.03,10,1579,1,3,0,3,1
1647.81,1,1904,4,4,1,2,1
1082.61,13,205,28,4,0,3,1
1180.44,11,1876,18,1,1,4,1
3740.86,16,38,26,3,1,3,1
5091.19,11,715,8,0,1,5,1
601.26,11,1030,19,4,0,5,1
1390.59,0,25,23,2,1,0,1
6966.53,12,1456,23,3,0,5,1
4930.44,13,1622,28,3,1,2,1
12570.93,23,814,25,2,0,4,1
4210.3,1,1626,6,4,1,5,1
1498.64,11,1438,1,2,0,1,0
2679.47,20,949,8,1,1,4,1
3245.39,15,1669,1,0,0,2,0
245.11,3,1564,19,0,1,4,1
2359.06,7,976,11,4,1,5,1
3706.61,1,1647,21,2,1,1,1
549.32,9,1937,24,3,0,0,1
4551.01,8,1110,25,3,1,2,1
2629.57,22,238,15,3,1,2,1
9123.56,14,971,23,1,1,4,1
130.05,12,1330,25,1,0,3,1
924.99,22,1543,11,3,1,3,1
2760.55,16,724,19,4,1,1,1
1055.32,15,993,29,1,0,0,0
3759.74,1,1999,21,1,1,0,1
4268.94,19,582,10,0,0,4,0
324.48,19,1571,24,0,1,4,1
2163.74,13,1616,12,4,0,3,1
2133.26,2,624,1,1,0,5,1
1382.68,22,335,24,1,0,0,0
8105.83,11,1396,7,2,1,5,1
5272.18,7,1702,17,4,1,0,1
3584.14,1,884,29,4,0,5,1
3758.72,3,368,29,2,1,5,1
1858.11,13,1739,26,2,1,0,1
7614.71,15,1820,28,0,0,1,0
3558.35,18,333,10,4,0,1,0
3916.7,1,1731,28,4,0,4,1
5934.79,11,1359,6,2,0,5,1
960.91,13,1658,17,3,1,5,1
4936.3,5,1858,18,3,1,5,1
651.64,12,174,5,0,1,5,1
1270.93,3,1606,18,3,1,5,1
1226.66,21,1637,26,3,1,3,1
11522.66,17,807,17,3,1,2,1
5825.04,11,464,22,1,0,5,1
3623.64,19,1186,16,0,1,3,1
3895.47,21,1770,8,2,1,1,1
2477.11,20,1160,24,3,1,5,1
8817.53,18,202,13,1,0,1,0
2057.08,7,636,29,3,0,4,1
1436.61,6,1807,24,1,1,2,1
533.92,15,539,16,0,0,0,0
4628.22,18,1043,11,3,0,2,0
3977.79,5,101,6,1,1,5,1
1455.25,19,148,27,4,1,5,1
76.55,20,490,3,4,1,2,1
5479.0,10,458,1,1,0,2,0
34.45,4,1366,18,3,0,4,1
3649.15,15,878,5,3,1,1,1
10545.5,6,349,13,0,0,0,0
1726.95,4,1994,10,0,0,2,0
803.53,10,1085,5,2,0,0,0
3661.03,14,1740,26,0,1,2,1
5096.91,2,475,14,3,1,1,1
2371.82,4,727,17,2,1,0,1
10236.95,22,808,1,0,1,3,1
159.15,20,484,25,1,1,1,1
2108.35,4,410,2,4,0,0,1
3802.38,8,1472,7,0,0,2,0
5955.46,14,1911,10,0,0,2,0
592.63,2,614,20,1,0,1,1
4828.37,5,941,7,3,0,1,0
2413.62,16,1006,24,1,0,2,0
1515.29,20,931,16,0,1,0,1
423.71,7,830,5,3,1,3,1
6014.02,20,666,29,2,0,4,1
513.34,10,607,28,0,1,1,1
1112.27,5,1542,12,1,0,2,0
1027.66,7,1186,17,2,0,0,1
6153.47,9,523,16,4,1,1,1
